"Name","Mobility","State","Population","Commute","Longitude","Latitude"
"Steamboat Springs",0.1589041054,"CO",38860,0.549,-107.309448242188,40.4096908569336
"Vernal",0.2533783913,"UT",39595,0.557,-109.915977478027,40.2199554443359
"Soda Springs",0.1769911498,"ID",13715,0.575,-111.763107299805,42.5429382324219
"Rock Springs",0.2053941935,"WY",80730,0.545,-110.03832244873,41.9130210876465
"Klamath Falls",0.0856175944,"CA",151353,0.528,-121.740371704102,41.1564483642578
"Burns",0.1393939406,"OR",7609,0.73,-119.109016418457,43.0806770324707
"Lakeview",0.1098265871,"OR",7422,0.692,-120.350387573242,42.7652053833008
"Redding",0.0880713463,"CA",219295,0.424,-122.163536071777,40.3078002929688
"Eureka",0.0757927299,"CA",139540,0.497,-123.048484802246,40.842227935791
"Medford",0.0719680116,"OR",256995,0.429,-123.281646728516,42.6183967590332
"Crescent City",0.0834224597,"CA",48644,0.626,-123.932952880859,42.3174858093262
"Roseburg",0.0819778815,"OR",163178,0.462,-123.371940612793,43.0709075927734
"Modesto",0.0936282724,"CA",729182,0.372,-120.41040802002,37.6686401367188
"Bakersfield",0.1216197163,"CA",661645,0.362,-119.108604431152,35.3061866760254
"Fresno",0.0748793706,"CA",1419998,0.351,-119.227890014648,36.7168731689453
"Chico",0.0948425978,"CA",387577,0.442,-121.665008544922,39.5398712158203
"Sacramento",0.0969090089,"CA",2570609,0.285,-120.881065368652,38.5452499389648
"San Jose",0.1293258816,"CA",2393183,0.244,-121.291488647461,36.794002532959
"Elko",0.1602941155,"NV",61917,0.513,-116.75122833252,39.8185768127441
"Winnemucca",0.1695501804,"NV",22799,0.496,-118.409187316895,41.0092391967773
"Portola",0.1176470593,"CA",24379,0.552,-120.850761413574,39.9761695861816
"Reno",0.0910304934,"NV",453825,0.378,-118.756866455078,39.5042724609375
"Santa Rosa",0.0995508954,"CA",603188,0.349,-122.767791748047,38.9323234558105
"San Francisco",0.1215258688,"CA",4642561,0.212,-122.198585510254,38.0660629272461
"Las Vegas",0.0800290108,"NV",1568418,0.245,-114.026496887207,36.0594253540039
"Reno",0.1097560972,"NV",5071,0.687,-118.591743469238,38.641918182373
"Mammoth Lakes",0.1159420311,"CA",30798,0.64,-118.70630645752,37.272533416748
"San Diego",0.1043647528,"CA",2813833,0.247,-117.107269287109,33.1088333129883
"Yuma",0.0982132256,"CA",302387,0.45,-114.670593261719,33.0404739379883
"Santa Barbara",0.112940833,"CA",646028,0.448,-120.072280883789,34.8693542480469
"Los Angeles",0.096090205,"CA",16393360,0.225,-116.288673400879,34.0751686096191
"Lewiston",0.0902097896,"ID",88546,0.555,-115.768684387207,46.1207466125488
"Pullman",0.1423611045,"WA",75675,0.557,-117.456970214844,46.7306709289551
"Moses Lake",0.0965794772,"WA",91126,0.512,-119.342346191406,47.2981109619141
"Wenatchee",0.0935460478,"WA",99219,0.503,-120.148620605469,47.9200592041016
"Spokane",0.0928014889,"WA",608317,0.348,-116.917655944824,47.739501953125
"Colville",0.0975247547,"WA",86890,0.427,-119.368103027344,48.2558975219727
"Longview",0.0927726701,"WA",220580,0.448,-123.489311218262,46.4340553283691
"Portland",0.0930585414,"OR",1842889,0.258,-122.585243225098,45.5073280334473
"The Dalles",0.1043802425,"OR",65297,0.53,-120.97777557373,45.380428314209
"Eugene",0.0788958147,"OR",936387,0.381,-122.91716003418,44.4636039733887
"Newport",0.0725744814,"OR",68741,0.49,-123.638946533203,45.1897888183594
"Yakima",0.0817065835,"WA",255943,0.427,-120.93709564209,46.9831886291504
"Kennewick",0.1058548018,"WA",332609,0.453,-118.693199157715,45.9214706420898
"La Grande",0.0876747146,"OR",41271,0.645,-117.899185180664,44.9051361083984
"Enterprise",0.143790856,"OR",7226,0.644,-117.263938903809,45.5163421630859
"Bend",0.0817263573,"OR",153558,0.474,-121.15111541748,44.2248649597168
"Condon",0.1086956486,"OR",3462,0.546,-120.325981140137,45.2196655273438
"John Day",0.1158536598,"OR",7935,0.579,-118.531196594238,44.5940246582031
"Friday Harbor",0.1016949117,"WA",14077,0.628,-123.052955627441,48.5253791809082
"Bellingham",0.1155751273,"WA",166814,0.418,-121.263442993164,48.8311538696289
"Port Angeles",0.0858400613,"WA",90478,0.486,-123.544647216797,47.9120674133301
"Seattle",0.1085509509,"WA",3775744,0.24,-122.012229919434,47.6443939208984
